Vehicle ID,Vehicle Type,Make & Model,Year of Manufacture,Fuel Type,Odometer Reading (km),Last Service Date,Next Service Due Date,Fuel Efficiency (km/l),Driver ID,Driver Experience (Years),Region of Operation,Trip Distance (km),Trip Duration (hrs),Average Speed (km/h),Fuel Consumption (liters),Fuel Cost (per trip),Total Maintenance Cost (YTD),Breakdowns Reported (YTD),Insurance Expiry Date,CO2 Emissions (g/km),Vehicle Status,Route Risk Level,Idle Time (hrs/month),Number of Trips (YTD)
VH-22755,Car,Toyota Corolla,2023,Petrol,207036,2024-11-24,2025-05-22,17.87,DR-7335,26,South,947.97,11.07,85.63,53.05,136.99,7908.59,4,2025-07-24,55.16,Active,High,35.21,688
VH-22756,Truck,Volvo FH,2024,Petrol,201494,2024-03-29,2024-06-06,11.67,DR-9717,19,North,838.32,7.88,106.39,71.84,202.23,5936.28,8,2026-02-13,75.35,In Repair,Low,26.32,238
VH-22757,Truck,Mercedes Actros,2024,Petrol,64609,2024-03-15,2024-04-26,22.48,DR-9638,31,South,209.73,1.92,109.23,9.33,15.78,7733.18,7,2025-11-11,315.87,Active,Low,18.58,430
VH-22758,Car,Toyota Corolla,2020,Diesel,591129,2024-10-11,2025-04-02,6.54,DR-6776,30,West,538.06,5.41,99.46,82.27,188.63,605.52,6,2026-02-17,325.39,In Repair,Medium,45.28,139
VH-22759,Motorcycle,Honda CB500X,2014,Diesel,27989,2024-09-30,2024-12-10,11.53,DR-6046,30,North,883.23,7.76,113.82,76.6,145.15,1849.75,5,2026-02-20,211.91,Decommissioned,Low,10.65,766
VH-22760,Truck,Mercedes Actros,2014,Petrol,202417,2024-05-02,2024-10-27,11.31,DR-9482,26,East,433.29,17.98,24.1,38.31,119.82,2483.93,4,2025-07-26,307.4,Active,Medium,44.39,255
VH-22761,Truck,Mercedes Actros,2016,Diesel,443897,2024-06-12,2024-11-20,18.86,DR-2347,32,Central,500.45,4.95,101.1,26.53,59.16,5598.81,1,2026-02-24,116.02,Decommissioned,Medium,40.2,795
VH-22762,Truck,Scania R,2008,Hybrid,426275,2024-04-16,2024-09-09,9.3,DR-7664,6,Central,251.62,3.02,83.32,27.06,82.17,4025.18,0,2025-10-24,104.2,Decommissioned,Low,13.93,333
VH-22763,Bus,Mercedes Citaro,2012,Petrol,383303,2024-03-20,2024-06-29,22.15,DR-2958,21,Central,278.91,6.2,44.99,12.59,26.94,7198.23,6,2025-05-14,176.66,Decommissioned,Medium,40.8,981
VH-22764,Van,Ford Transit,2010,Diesel,63536,2024-05-31,2024-08-26,9.79,DR-9442,29,East,486.27,6.15,79.07,49.67,125.15,2595.34,1,2025-10-19,86.54,Active,High,47.97,328
VH-22765,Truck,Mercedes Actros,2014,Diesel,496117,2024-05-07,2024-07-26,7.7,DR-2525,22,Central,745.5,8.36,89.17,96.82,317.42,2968.44,9,2026-02-19,337.98,In Repair,High,11.09,893
VH-22766,Truck,Scania R,2015,Petrol,500881,2024-08-31,2025-01-17,23.96,DR-5728,19,East,682.11,6.74,101.2,28.47,64.78,6105.41,4,2025-12-26,251.45,Active,High,5.88,813
VH-22767,Car,Ford Focus,2017,Petrol,69025,2024-06-29,2024-09-18,10.73,DR-2731,5,West,652.6,7.55,86.44,60.82,122.41,2647.46,2,2025-06-19,59.62,In Repair,Medium,48.81,415
VH-22768,Van,Mercedes Sprinter,2009,Hybrid,350796,2024-05-12,2024-10-17,7.91,DR-6658,3,West,243.57,2.99,81.46,30.79,43.69,4803.23,8,2025-08-30,99.39,In Repair,High,26.58,584
VH-22769,Van,Mercedes Sprinter,2016,Diesel,95738,2024-05-12,2024-10-26,10.4,DR-1374,35,East,735.02,28.83,25.49,70.67,172.26,9955.95,6,2026-02-09,193.64,Active,Medium,40.37,873
VH-22770,Car,Toyota Corolla,2006,Diesel,454892,2024-07-19,2024-11-22,7.74,DR-8547,19,South,485.29,8.07,60.14,62.7,189.48,1366.26,6,2025-10-19,284.57,In Repair,High,23.43,600
VH-22771,Car,Ford Focus,2010,Diesel,560027,2024-05-04,2024-07-31,24.54,DR-1897,2,East,8.34,0.13,64.15,0.34,0.53,7476.4,8,2025-12-08,262.72,Active,High,38.22,109
VH-22772,Truck,Scania R,2023,Petrol,228031,2024-09-20,2024-12-15,11.9,DR-6464,11,South,192.42,2.38,80.85,16.17,27.03,8701.02,7,2025-07-24,147.56,In Repair,Low,36.76,486
VH-22773,Bus,Scania Citywide,2009,Electric,583459,2024-03-30,2024-09-23,11.83,DR-5138,13,North,691.01,6.91,100,58.41,198.14,1347.69,5,2025-07-02,206.39,In Repair,Low,45.03,100
VH-22774,Car,Toyota Corolla,2023,Electric,384569,2024-06-13,2024-09-12,6.9,DR-5764,28,South,866.7,11.37,76.23,125.61,307.05,5028.06,4,2025-07-15,340.29,In Repair,High,37.64,569
VH-22775,Motorcycle,Kawasaki Z650,2014,Electric,290088,2025-01-01,2025-05-03,6.65,DR-7153,4,East,480.51,10.4,46.2,72.26,240.4,2487.49,1,2025-09-03,306.45,Decommissioned,High,26.31,87
VH-22776,Car,Ford Focus,2018,Hybrid,209954,2024-09-01,2025-02-01,8.68,DR-3043,31,West,869.94,14.02,62.05,100.22,260.1,8869.21,7,2025-09-02,165.68,Decommissioned,Low,27.33,915
VH-22777,Car,Ford Focus,2009,Electric,74320,2024-12-06,2025-01-05,17.13,DR-1877,6,South,903.14,20.5,44.06,52.72,156.16,3131.75,6,2025-07-02,332.75,In Repair,High,34.8,764
VH-22778,Truck,Volvo FH,2024,Petrol,105210,2024-12-12,2025-03-02,20.1,DR-4488,8,Central,618.06,8.88,69.6,30.75,79.57,5936.56,7,2026-02-06,308.15,In Repair,High,8.06,506
VH-22779,Van,Mercedes Sprinter,2015,Hybrid,395187,2024-08-10,2024-11-18,9.26,DR-2317,6,Central,930.52,14.71,63.26,100.49,327.18,5510.44,1,2025-11-23,51.16,In Repair,Low,15.75,835
VH-22780,Car,Honda Civic,2007,Petrol,367138,2024-07-08,2024-10-22,18.73,DR-8342,30,Central,888.94,32.3,27.52,47.46,102.2,2439.04,0,2026-01-31,152.04,In Repair,Low,17.62,326
VH-22781,Motorcycle,Kawasaki Z650,2005,Diesel,551961,2024-09-09,2024-12-05,10.75,DR-1639,5,East,444.65,11.48,38.73,41.36,108.84,4878.37,6,2025-04-27,358.75,Decommissioned,High,49.19,757
VH-22782,Car,Toyota Corolla,2024,Diesel,469811,2024-09-22,2025-01-29,17.6,DR-6188,26,East,842.59,8.38,100.55,47.87,158.22,2605.99,0,2025-10-20,345.19,Active,High,9.33,520
VH-22783,Car,Toyota Corolla,2020,Hybrid,363459,2024-09-23,2025-01-20,10.69,DR-6515,21,North,245.38,3.15,77.9,22.95,44.22,3129.46,8,2025-04-25,393.36,Decommissioned,High,14.11,95
VH-22784,Bus,Volvo 7900,2023,Diesel,329280,2024-03-07,2024-08-01,7.85,DR-8219,21,North,440.93,14.18,31.1,56.17,79.73,2150.46,9,2025-10-10,371.61,Active,Low,16.77,756
VH-22785,Van,Mercedes Sprinter,2020,Hybrid,276975,2024-04-25,2024-10-19,19.6,DR-7602,30,Central,305.54,4.82,63.39,15.59,51.21,5000.08,10,2025-12-14,133.78,In Repair,Medium,7.71,593
VH-22786,Van,Renault Trafic,2023,Hybrid,217635,2025-01-13,2025-03-09,7.18,DR-1936,29,North,876.24,18.65,46.98,122.04,187.66,6836.57,5,2025-10-03,94.85,Active,High,41.03,729
VH-22787,Van,Mercedes Sprinter,2016,Diesel,388761,2024-09-27,2025-01-06,17.82,DR-3166,24,Central,873.7,9.77,89.43,49.03,70.99,9801.23,7,2026-02-07,293.46,Decommissioned,High,38.72,475
VH-22788,Car,Toyota Corolla,2013,Hybrid,67177,2024-05-18,2024-07-19,8.43,DR-9229,12,West,241.14,2.78,86.74,28.6,62.25,9711.94,8,2026-02-13,160.72,In Repair,Medium,20.6,643
VH-22789,Car,Ford Focus,2013,Diesel,298951,2024-07-10,2024-09-03,13.65,DR-9314,7,East,297.93,9.3,32.04,21.83,41.19,5785.55,10,2025-08-16,223.49,Decommissioned,Medium,38.67,687
VH-22790,Motorcycle,Kawasaki Z650,2018,Hybrid,40735,2024-05-06,2024-06-10,9.21,DR-5298,24,Central,725.57,11.09,65.43,78.78,196.8,8740.24,10,2026-02-18,293.9,In Repair,Low,14.6,450
VH-22791,Motorcycle,Kawasaki Z650,2010,Diesel,334498,2025-01-22,2025-04-09,4.13,DR-2656,1,Central,94.58,0.96,98.52,22.9,33.77,6525.76,8,2025-05-10,74.11,Active,Medium,35.04,423
VH-22792,Car,Toyota Corolla,2008,Petrol,532967,2024-10-09,2025-03-02,8.83,DR-1118,22,West,300.28,5.92,50.72,34.01,57.14,2445.1,5,2025-12-11,133.47,Active,High,46.83,320
VH-22793,Motorcycle,Honda CB500X,2024,Petrol,223071,2024-08-02,2024-11-16,13.59,DR-6665,19,South,134.96,1.4,96.4,9.93,26.22,9212.01,2,2025-07-17,286.82,Active,Medium,35.76,947
VH-22794,Van,Renault Trafic,2018,Diesel,132025,2024-08-23,2024-10-09,23.8,DR-8424,13,South,174.2,1.48,117.7,7.32,19.47,2981.79,5,2025-05-04,65.51,In Repair,Medium,33.16,608
VH-22795,Car,Honda Civic,2013,Hybrid,489923,2024-08-14,2025-02-02,19.59,DR-8625,28,South,338.16,5.9,57.32,17.26,30.88,1721.83,5,2026-02-07,65.44,Decommissioned,Medium,17.11,537
VH-22796,Van,Ford Transit,2023,Hybrid,378592,2024-10-19,2025-04-14,9.02,DR-9475,9,South,696.72,20.29,34.34,77.24,248.81,4147.58,9,2025-04-30,167.89,Decommissioned,Medium,22.92,161
VH-22797,Bus,Scania Citywide,2013,Electric,562038,2024-12-18,2025-03-27,18.46,DR-7530,9,East,295.46,7.11,41.56,16.01,41.61,5608.97,4,2025-06-27,345.5,Active,High,28.83,512
VH-22798,Car,Toyota Corolla,2006,Petrol,418884,2024-06-23,2024-11-10,19.5,DR-6466,28,East,173.76,2.01,86.45,8.91,14.78,2726.25,1,2026-01-11,398.42,In Repair,Low,11.87,578
VH-22799,Car,Honda Civic,2014,Hybrid,588771,2024-04-15,2024-08-15,8.38,DR-5730,5,South,292.67,2.67,109.61,34.92,70.09,9554.26,6,2025-08-13,350.8,In Repair,Medium,13.48,378
VH-22800,Bus,Volvo 7900,2007,Hybrid,113998,2024-12-29,2025-05-19,21.37,DR-8591,32,West,459.72,9.27,49.59,21.51,33.16,9980.77,9,2026-01-24,223.31,In Repair,Medium,40.46,134
VH-22801,Motorcycle,Yamaha MT-07,2005,Hybrid,49132,2024-05-28,2024-11-20,16.2,DR-8414,3,North,457.72,5.34,85.72,28.25,64.05,7542.45,0,2026-01-01,227.22,Decommissioned,High,37.3,960
VH-22802,Motorcycle,Kawasaki Z650,2018,Hybrid,90620,2024-06-02,2024-09-09,16.55,DR-6187,19,South,666.85,12.18,54.75,40.29,57.02,8339.52,3,2025-08-14,371.67,Decommissioned,Low,8.04,481
VH-22803,Van,Ford Transit,2007,Hybrid,468286,2024-07-30,2024-12-06,16.21,DR-4463,21,West,902.57,25.93,34.81,55.68,106.37,4547.99,1,2025-04-17,290.41,In Repair,Low,23.53,692
VH-22804,Motorcycle,Honda CB500X,2009,Electric,232621,2024-11-03,2025-04-18,9.07,DR-4751,26,South,46.94,0.59,79.56,5.18,16.04,633.02,4,2025-09-16,237.73,Active,Medium,40.9,204
VH-22805,Truck,Volvo FH,2019,Diesel,58567,2024-03-01,2024-05-31,21.34,DR-7162,15,North,357.2,5.35,66.77,16.74,47.9,1536.49,6,2025-10-31,240.92,In Repair,Medium,15.4,551
VH-22806,Car,Ford Focus,2021,Diesel,372285,2024-09-29,2025-02-25,20.84,DR-2848,18,North,589.61,9.65,61.1,28.29,61.18,2485.66,7,2025-10-30,227.83,In Repair,High,12.98,708
VH-22807,Motorcycle,Yamaha MT-07,2013,Diesel,302467,2024-03-01,2024-08-01,6.15,DR-2545,14,Central,380.5,11.18,34.03,61.87,125.51,5471.62,10,2026-02-22,52.7,Decommissioned,High,23.22,126
VH-22808,Bus,Volvo 7900,2018,Petrol,563997,2025-01-19,2025-07-15,7.6,DR-1082,16,East,302.74,3.36,90.1,39.83,90.17,2073.3,4,2025-11-08,341.24,In Repair,Low,20.82,438
VH-22809,Bus,Scania Citywide,2010,Hybrid,544369,2024-12-24,2025-02-26,16.8,DR-8980,9,North,578.91,5.2,111.33,34.46,80.83,6682.06,6,2026-02-06,89.24,Active,Low,46.88,387
VH-22810,Car,Toyota Corolla,2005,Diesel,288816,2025-01-09,2025-05-05,23.66,DR-2330,7,North,810.52,7.08,114.48,34.26,92.39,726.61,3,2025-05-30,241.11,Decommissioned,Medium,42.15,887
VH-22811,Truck,Volvo FH,2024,Hybrid,397667,2024-10-12,2025-01-27,11.06,DR-4569,19,West,719.46,13.28,54.18,65.05,165.03,1729.35,7,2025-08-27,51.86,Decommissioned,Medium,27.59,670
VH-22812,Van,Renault Trafic,2008,Petrol,177446,2024-05-22,2024-10-12,19.16,DR-6691,8,Central,713.01,6.28,113.54,37.21,124.63,643.42,3,2026-01-04,343.56,In Repair,Medium,17.79,367
VH-22813,Motorcycle,Honda CB500X,2023,Petrol,148539,2024-05-01,2024-08-22,12.78,DR-7834,12,North,33.56,0.28,119.86,2.63,4.89,795.93,5,2025-11-28,167.29,In Repair,High,22.62,623
VH-22814,Bus,Mercedes Citaro,2022,Electric,564996,2024-05-27,2024-07-23,8.02,DR-8317,1,Central,285.3,3.97,71.86,35.57,44.76,5382.7,2,2026-01-31,340.36,Decommissioned,High,34.79,887
VH-22815,Motorcycle,Kawasaki Z650,2020,Electric,362946,2024-04-06,2024-08-31,6.37,DR-8278,22,Central,256.66,2.31,111.11,40.29,68.71,2526.12,2,2025-05-10,370.54,Active,Low,11.86,487
VH-22816,Bus,Scania Citywide,2018,Electric,358671,2024-08-19,2024-12-08,14.6,DR-6410,34,West,505.58,8.55,59.13,34.63,83.99,4975.01,8,2025-04-11,297.82,In Repair,Medium,48.49,167
VH-22817,Truck,Volvo FH,2013,Petrol,253114,2024-03-04,2024-05-12,18.99,DR-1050,7,East,221.36,4.13,53.6,11.66,34.06,7543.61,3,2025-09-09,301.14,Decommissioned,Low,23.33,298
VH-22818,Van,Mercedes Sprinter,2019,Electric,109517,2024-04-19,2024-06-13,6.28,DR-1684,30,Central,31.24,0.35,89.26,4.97,8.19,3194.61,4,2025-06-11,221.15,Decommissioned,Low,23.78,151
VH-22819,Bus,Volvo 7900,2006,Electric,315963,2024-06-06,2024-08-08,24.4,DR-7409,35,West,670.32,6.84,98,27.47,93.66,3169.48,7,2026-01-22,175.71,In Repair,Low,39.8,678
VH-22820,Motorcycle,Yamaha MT-07,2008,Petrol,231899,2024-11-23,2025-01-07,6.09,DR-5776,4,North,189.22,3.94,48.03,31.07,101.13,2632.52,0,2025-09-14,348.83,In Repair,High,44.45,361
VH-22821,Van,Renault Trafic,2023,Petrol,271157,2024-07-27,2024-09-20,4.88,DR-1499,1,West,831.03,9.9,83.94,170.29,550.42,4659.47,9,2025-07-11,150.01,Active,High,9.88,533
VH-22822,Car,Ford Focus,2020,Hybrid,574694,2024-09-03,2024-10-17,19.26,DR-2302,13,West,516.65,5.97,86.54,26.83,65.38,8921.35,2,2025-06-26,103.16,Active,High,31.44,647
VH-22823,Motorcycle,Honda CB500X,2006,Electric,290282,2024-10-25,2025-03-08,11.43,DR-4725,30,West,609.91,8.02,76.05,53.36,103.65,8667.83,3,2026-01-08,207.93,In Repair,High,47.86,861
VH-22824,Van,Renault Trafic,2023,Electric,565187,2024-03-12,2024-05-16,21.97,DR-5374,26,Central,584.39,5.56,105.11,26.6,77.97,687.69,9,2026-01-09,209.51,In Repair,Medium,12.59,322
VH-22825,Truck,Volvo FH,2010,Diesel,126315,2024-03-14,2024-05-11,23.72,DR-2055,13,East,326.04,4.36,74.78,13.75,28.14,5277.19,0,2025-07-10,217.55,Decommissioned,High,34.23,433
VH-22826,Car,Ford Focus,2007,Electric,360422,2024-09-03,2024-11-23,6.04,DR-4371,7,West,918.46,7.8,117.75,152.06,519.18,2292.89,1,2026-02-11,83.48,In Repair,Low,39.94,118
VH-22827,Car,Ford Focus,2009,Diesel,427738,2024-06-13,2024-07-16,12.84,DR-7829,3,Central,865,8.1,106.79,67.37,106.84,5999.88,1,2025-05-01,358.13,In Repair,Low,35.6,301
VH-22828,Truck,Mercedes Actros,2018,Electric,62266,2024-07-25,2024-09-24,16.14,DR-3400,31,South,810.73,8.44,96.06,50.23,168.36,6247.68,3,2025-08-10,218.94,Active,Medium,25.45,268
VH-22829,Van,Renault Trafic,2005,Petrol,86871,2024-10-26,2025-01-07,16.32,DR-9556,5,West,905.71,9.51,95.24,55.5,67.06,1086.98,0,2025-06-11,320.87,Decommissioned,Low,36.25,551
VH-22830,Motorcycle,Kawasaki Z650,2018,Diesel,234049,2024-06-26,2024-10-29,21.99,DR-8579,34,Central,155.1,1.74,89.14,7.05,12.11,5975.26,7,2026-02-04,148.14,In Repair,Medium,49.05,276
VH-22831,Truck,Scania R,2022,Hybrid,188339,2024-03-09,2024-08-29,11.69,DR-1103,2,West,830.88,16.83,49.37,71.08,240.21,7969.92,7,2025-04-27,299.2,Active,Low,9.69,470
VH-22832,Motorcycle,Honda CB500X,2009,Petrol,572551,2025-01-19,2025-06-05,14.01,DR-6555,12,South,469.54,4.33,108.44,33.51,73.41,5592.82,9,2025-09-20,133.76,Active,High,24.83,455
VH-22833,Motorcycle,Yamaha MT-07,2017,Hybrid,326819,2024-10-27,2025-01-06,22.68,DR-4644,12,Central,445.24,15.08,29.53,19.63,61.51,2138.7,2,2025-10-28,186.19,In Repair,High,37.17,455
VH-22834,Bus,Volvo 7900,2010,Electric,214664,2025-01-23,2025-06-16,24.64,DR-2198,12,East,321.79,4.36,73.81,13.06,20.49,4874.28,4,2025-05-11,102.24,Decommissioned,High,17.19,793
VH-22835,Car,Toyota Corolla,2016,Petrol,302054,2024-03-18,2024-06-06,5.95,DR-7743,29,North,103.06,0.91,113.25,17.32,35.47,7932.87,2,2025-11-20,356.14,In Repair,Medium,35.22,974
VH-22836,Car,Ford Focus,2022,Hybrid,161964,2024-08-06,2025-01-18,21.15,DR-3342,4,Central,577.26,5.86,98.51,27.29,36.06,2212.45,7,2025-05-21,138.19,Active,Low,16.01,549
VH-22837,Motorcycle,Kawasaki Z650,2010,Diesel,477708,2024-08-26,2024-12-18,16.46,DR-3227,5,East,507.81,16.78,30.26,30.85,86.28,558.06,6,2026-01-09,282.63,In Repair,Medium,26.85,378
VH-22838,Bus,Scania Citywide,2005,Electric,516174,2024-06-07,2024-07-25,9.17,DR-6326,16,South,467.88,5.34,87.62,51.02,147.45,9486.18,8,2025-05-25,79.89,Decommissioned,High,32.46,475
VH-22839,Van,Ford Transit,2011,Hybrid,51472,2024-04-13,2024-06-15,20.75,DR-5883,3,Central,407.14,7.1,57.34,19.62,39.31,8703.73,10,2025-05-12,256.19,Decommissioned,Medium,23.13,432
VH-22840,Car,Ford Focus,2006,Diesel,589565,2024-12-14,2025-05-29,21.47,DR-4585,26,Central,8.96,0.08,112,0.42,0.73,7712.09,5,2025-12-29,350.08,Decommissioned,Low,21.68,301
VH-22841,Motorcycle,Yamaha MT-07,2021,Hybrid,118064,2024-05-30,2024-10-05,17.55,DR-5243,23,North,714.76,18.73,38.16,40.73,64.37,5635.88,9,2025-06-28,349.9,Active,High,6.03,415
VH-22842,Bus,Scania Citywide,2016,Electric,379622,2025-01-12,2025-06-07,8.48,DR-3452,21,East,461,5.33,86.49,54.36,175.66,7527.67,4,2025-10-31,71.43,In Repair,Medium,13.06,841
VH-22843,Van,Ford Transit,2022,Petrol,400189,2024-07-27,2024-10-27,17.27,DR-8791,4,Central,453.58,10.02,45.27,26.26,87.51,3465.4,5,2025-10-02,198.17,Decommissioned,Low,34.02,620
VH-22844,Car,Honda Civic,2020,Hybrid,431750,2024-04-09,2024-09-29,12.5,DR-6647,28,Central,783.21,8.13,96.34,62.66,118.88,2820.82,7,2026-01-10,130.62,Decommissioned,Low,29.27,749
VH-22845,Motorcycle,Kawasaki Z650,2005,Diesel,409768,2024-12-28,2025-05-26,15.81,DR-6327,1,Central,679.74,11.36,59.84,42.99,110.92,7242.23,8,2025-06-07,284.5,In Repair,Low,6.44,160
VH-22846,Truck,Mercedes Actros,2019,Electric,495920,2024-07-31,2024-10-30,22.42,DR-2118,18,West,141.87,2.32,61.15,6.33,12.28,6544.63,3,2025-07-25,364.98,Decommissioned,Low,13.51,723
VH-22847,Truck,Volvo FH,2016,Electric,314196,2024-03-21,2024-05-25,14.12,DR-5536,20,South,841.21,7.8,107.85,59.58,139.28,2437.98,2,2025-04-12,387.91,In Repair,High,38.12,565
VH-22848,Bus,Scania Citywide,2018,Electric,188043,2024-07-29,2024-11-09,11.11,DR-6050,2,West,823.56,15.67,52.56,74.13,185.04,5367.91,10,2025-12-21,80.64,In Repair,Low,5.63,374
VH-22849,Van,Ford Transit,2012,Diesel,492446,2024-05-04,2024-09-08,11.82,DR-6965,20,East,596.62,6.23,95.77,50.48,60.58,8160.35,7,2025-11-20,108.56,Decommissioned,High,29.46,323
VH-22850,Car,Toyota Corolla,2024,Electric,224859,2024-07-30,2024-12-02,24.82,DR-1308,20,North,79.73,0.93,85.73,3.21,3.88,2779.42,3,2025-05-21,365.31,In Repair,High,47.77,90
VH-22851,Truck,Volvo FH,2021,Electric,101427,2025-01-01,2025-06-15,21.97,DR-8231,35,East,314.79,3.26,96.56,14.33,34.91,3934.7,0,2025-07-14,147.32,Decommissioned,High,32.46,809
VH-22852,Bus,Scania Citywide,2023,Electric,67790,2024-05-06,2024-07-08,14.78,DR-4921,18,South,788.7,7.62,103.5,53.36,78.81,4537.24,5,2025-08-27,257.97,Decommissioned,Low,29.51,625
VH-22853,Car,Ford Focus,2005,Petrol,339251,2024-05-15,2024-06-22,7.83,DR-6557,8,East,935.47,10.2,91.71,119.47,272.08,8867.94,5,2025-03-31,56.1,Active,High,12.93,178
VH-22854,Van,Mercedes Sprinter,2021,Petrol,167454,2024-07-01,2024-09-27,23.87,DR-1571,27,South,601.45,12.33,48.78,25.2,52.77,9972.69,0,2025-05-23,298.39,Decommissioned,Low,11.93,987
VH-22855,Van,Mercedes Sprinter,2021,Petrol,64050,2024-07-27,2025-01-01,7.21,DR-4268,25,East,28.65,0.34,84.26,3.97,12.38,7194.43,1,2025-11-28,131.9,Decommissioned,Low,9.02,518
VH-22856,Motorcycle,Kawasaki Z650,2011,Petrol,238143,2024-04-18,2024-05-31,4.03,DR-7682,4,North,916.35,10.69,85.72,227.38,581.72,9258.58,4,2025-12-01,263.53,Active,High,14.7,649
VH-22857,Bus,Mercedes Citaro,2005,Petrol,178711,2024-06-09,2024-08-30,15.11,DR-8054,7,West,140.29,1.3,107.92,9.28,31.75,4214.73,7,2025-06-15,51.83,Active,High,22.35,951
VH-22858,Motorcycle,Kawasaki Z650,2022,Electric,128375,2024-12-22,2025-04-07,24.07,DR-7203,1,South,543.32,4.91,110.66,22.57,55.09,4347.26,3,2025-04-02,97.48,Active,Low,15.6,949
VH-22859,Truck,Mercedes Actros,2013,Petrol,363565,2024-11-18,2025-01-05,14.85,DR-3671,2,North,308.51,5.74,53.75,20.78,56.86,6484.01,9,2025-06-09,130.67,Decommissioned,Low,26.29,924
VH-22860,Van,Renault Trafic,2013,Electric,527901,2024-11-05,2025-01-19,24.23,DR-9110,20,North,302.48,3.88,77.96,12.48,32.95,1251.34,6,2025-06-08,294.99,Decommissioned,Low,26.99,190
VH-22861,Van,Renault Trafic,2012,Electric,443626,2024-03-20,2024-05-09,8.04,DR-6053,19,Central,133.31,1.88,70.91,16.58,44.56,1750.07,3,2025-06-23,110.34,Decommissioned,Medium,30.66,302
VH-22862,Car,Ford Focus,2016,Diesel,224265,2024-08-07,2024-11-15,24.9,DR-9467,7,West,238.22,3.76,63.36,9.57,17.71,9257.65,5,2025-05-07,155.55,In Repair,High,16.92,893
VH-22863,Car,Toyota Corolla,2023,Diesel,189423,2024-07-23,2024-09-27,20.35,DR-7842,8,South,571.64,6.72,85.07,28.09,42.63,772.84,10,2025-05-30,250.81,Decommissioned,Medium,32.04,560
VH-22864,Truck,Mercedes Actros,2007,Electric,298792,2024-06-05,2024-08-10,12.27,DR-2392,11,North,835.68,11.64,71.79,68.11,192.36,6430.17,10,2025-10-11,293.98,Active,Medium,34.4,555
VH-22865,Motorcycle,Yamaha MT-07,2005,Electric,497456,2024-05-10,2024-08-27,12.77,DR-1790,2,South,629.12,19.28,32.63,49.27,96.3,2238.92,1,2025-06-23,129.94,Decommissioned,Medium,29.56,617
VH-22866,Truck,Mercedes Actros,2022,Petrol,343584,2024-10-14,2025-03-01,8.51,DR-8202,29,West,513,23.34,21.98,60.28,168.85,3770.43,5,2025-06-17,279.98,Active,High,46.94,564
VH-22867,Motorcycle,Kawasaki Z650,2009,Hybrid,483876,2024-04-05,2024-08-23,17.31,DR-5620,14,East,558.05,8.51,65.58,32.24,102.9,3588.83,3,2025-05-11,379.71,Decommissioned,High,35.33,208
VH-22868,Van,Renault Trafic,2011,Diesel,247454,2024-11-23,2025-03-14,12.52,DR-4549,15,South,811.24,11.08,73.22,64.8,157.7,5726,9,2025-12-23,198.86,Decommissioned,High,11.17,779
VH-22869,Motorcycle,Kawasaki Z650,2016,Hybrid,310149,2024-07-24,2024-12-26,8.54,DR-7060,30,West,446.52,16.64,26.83,52.29,65.78,6926.23,10,2025-05-03,114.03,In Repair,High,49.02,103
VH-22870,Motorcycle,Honda CB500X,2021,Hybrid,248653,2024-11-11,2025-01-21,21.42,DR-5811,26,North,219.35,4.21,52.1,10.24,18.01,1682.89,0,2025-06-01,159.59,In Repair,Medium,35.15,148
VH-22871,Car,Honda Civic,2023,Hybrid,540685,2024-06-27,2024-08-20,16.26,DR-7577,11,East,732.25,10.82,67.68,45.03,94,7595.08,5,2026-02-22,312.62,In Repair,Low,27.52,569
VH-22872,Van,Renault Trafic,2009,Hybrid,95195,2024-12-15,2025-03-29,11.39,DR-6733,33,North,123.06,1.34,91.84,10.8,14.83,9181.39,9,2025-07-22,349.6,Active,Low,42.24,243
VH-22873,Bus,Scania Citywide,2014,Hybrid,485019,2024-10-15,2025-04-04,12.82,DR-3493,18,East,605.44,12.88,47.01,47.23,75.34,9565.25,2,2025-08-24,301.42,Active,High,32.05,59
VH-22874,Motorcycle,Kawasaki Z650,2022,Electric,127468,2024-06-09,2024-11-19,20.58,DR-9765,29,South,349.31,4.29,81.42,16.97,55.61,3859.17,8,2025-10-01,244.84,Decommissioned,Low,32.04,333
VH-22875,Bus,Scania Citywide,2016,Diesel,554415,2024-03-01,2024-07-01,24.35,DR-2259,1,North,709.43,8.19,86.62,29.13,52.52,8172.92,3,2026-02-23,158.78,In Repair,Low,36.43,251
VH-22876,Motorcycle,Honda CB500X,2010,Hybrid,308165,2025-01-16,2025-04-13,4.35,DR-1365,21,Central,54.89,1.91,28.74,12.62,24.47,7199.6,8,2025-05-20,349.82,Active,Medium,5.31,553
VH-22877,Motorcycle,Honda CB500X,2009,Petrol,102343,2024-08-13,2024-11-25,20.42,DR-2189,14,West,63.89,0.89,71.79,3.13,7.62,8626.69,1,2026-01-12,298.32,Decommissioned,High,37.66,836
VH-22878,Truck,Scania R,2013,Diesel,476602,2025-01-05,2025-02-27,18.1,DR-5115,13,East,904.55,26.51,34.12,49.98,130.55,5463.5,3,2025-08-03,65.7,Decommissioned,Low,34.19,330
VH-22879,Bus,Scania Citywide,2011,Petrol,330634,2024-03-11,2024-07-25,7.61,DR-9010,25,South,556.94,9.29,59.95,73.19,112.76,7889.23,5,2025-10-29,187.9,In Repair,Medium,44.85,957
